ID,AGE,HOMEKIDS,INCOME_0,HOME_VAL_0,TRAVTIME,BLUEBOOK_0,TIF,CLM_FREQ,MVR_PTS,CLM_AMT_0,CAR_AGE,CLAIM_FLAG,CLAIM_FLAG_CAT,BIRTH,PARENT1,MSTATUS,GENDER,EDUCATION,OCCUPATION,CAR_USE,CAR_TYPE,RED_CAR,REVOKED,URBANICITY
148659373,44.0,0,89474.0,0.0,11,26450.0,6,2,0,0.0,16.0,0,NO_CLAIM,2-Feb-55,false,No,M,PhD,,Commercial,Panel Truck,true,false,Highly Urban/ Urban
148659373,45.0,0,191870.0,546868.0,28,5900.0,6,0,1,0.0,14.0,0,NO_CLAIM,2-Feb-55,false,No,M,PhD,,Commercial,Panel Truck,true,false,Highly Urban/ Urban
981279059,46.0,0,0.0,111439.0,29,6100.0,1,0,0,8374.0,4.0,1,CLAIM,22-Oct-53,false,Yes,F,High School,Home Maker,Private,SUV,false,false,Highly Urban/ Urban
769366547,50.0,0,218705.0,0.0,47,28370.0,14,2,8,0.0,15.0,0,NO_CLAIM,27-Mar-49,false,No,M,PhD,,Commercial,Panel Truck,false,false,Highly Urban/ Urban
412968231,26.0,4,45254.0,196146.0,32,23270.0,7,1,5,19089.0,9.0,1,CLAIM,25-Mar-73,true,No,M,High School,Blue Collar,Commercial,Minivan,true,false,Highly Urban/ Urban
892883588,40.0,1,20915.0,87526.0,65,12940.0,6,0,2,0.0,1.0,0,NO_CLAIM,7-Aug-59,false,Yes,F,High School,Clerical,Private,Sports Car,false,false,Highly Rural/ Rural
715156643,45.0,0,119566.0,334438.0,49,18500.0,7,0,1,0.0,17.0,0,NO_CLAIM,10-Sep-54,false,Yes,F,PhD,Doctor,Private,SUV,false,false,Highly Urban/ Urban
548725414,32.0,0,4060.0,0.0,25,9170.0,1,0,0,0.0,1.0,0,NO_CLAIM,4-Sep-67,false,No,M,High School,Student,Private,Pickup,true,false,Highly Urban/ Urban
973759443,30.0,2,117106.0,297195.0,7,16490.0,6,0,2,0.0,16.0,0,NO_CLAIM,9-Sep-69,false,Yes,M,Masters,,Commercial,Van,true,false,Highly Urban/ Urban
381485893,40.0,1,131449.0,0.0,18,31080.0,13,3,4,3361.0,11.0,1,CLAIM,17-Jan-59,true,No,F,Masters,,Commercial,Van,false,false,Highly Urban/ Urban
381485893,42.0,1,73376.0,0.0,39,25590.0,1,1,5,1947.0,11.0,1,CLAIM,17-Jan-59,true,No,F,Masters,,Commercial,Van,false,false,Highly Urban/ Urban
381485893,43.0,1,116360.0,320874.0,56,5700.0,6,0,0,0.0,,0,NO_CLAIM,17-Jan-59,true,No,F,Masters,,Commercial,Van,false,false,Highly Urban/ Urban
871028924,45.0,0,36745.0,0.0,45,13940.0,11,0,1,0.0,,0,NO_CLAIM,25-Mar-54,false,No,M,High School,Blue Collar,Private,Minivan,false,false,Highly Urban/ Urban
524947310,55.0,0,81769.0,295162.0,26,14950.0,7,0,0,0.0,8.0,0,NO_CLAIM,26-Feb-44,false,Yes,M,High School,Blue Collar,Private,Minivan,false,false,Highly Rural/ Rural
10530845,53.0,0,45387.0,162853.0,38,6040.0,7,0,0,0.0,13.0,0,NO_CLAIM,16-Nov-46,false,Yes,F,Masters,Lawyer,Private,SUV,false,false,Highly Urban/ Urban
688381462,35.0,0,7163.0,0.0,50,6580.0,6,0,1,2081.0,9.0,1,CLAIM,18-Feb-64,false,No,M,High School,Student,Commercial,Pickup,true,false,Highly Urban/ Urban
578096172,40.0,0,18909.0,93871.0,32,16310.0,1,3,0,0.0,1.0,0,NO_CLAIM,27-Oct-59,false,Yes,F,High School,Clerical,Private,SUV,false,false,Highly Urban/ Urban
174671893,39.0,0,79594.0,0.0,29,20660.0,3,3,5,7803.0,,1,CLAIM,20-Aug-60,false,No,M,Masters,Manager,Commercial,Van,true,false,Highly Urban/ Urban
476437412,51.0,0,257228.0,588089.0,40,35650.0,4,0,0,0.0,16.0,0,NO_CLAIM,26-Jul-48,false,Yes,M,PhD,Doctor,Private,Minivan,true,false,Highly Urban/ Urban
326820492,35.0,0,28551.0,128411.0,45,7860.0,4,1,3,0.0,1.0,0,NO_CLAIM,8-Apr-64,false,No,F,High School,Home Maker,Private,Sports Car,false,false,Highly Urban/ Urban
60541050,52.0,0,32140.0,147434.0,48,21250.0,13,0,4,0.0,11.0,0,NO_CLAIM,29-Sep-47,false,Yes,F,Masters,Lawyer,Private,Minivan,false,false,Highly Urban/ Urban
909134973,45.0,0,103249.0,329348.0,6,23140.0,4,0,0,0.0,13.0,0,NO_CLAIM,24-Jan-54,false,No,M,Masters,,Commercial,Panel Truck,true,false,Highly Urban/ Urban
909134973,45.0,0,103249.0,,6,31920.0,1,0,0,0.0,13.0,0,NO_CLAIM,24-Jan-54,false,No,M,Masters,,Commercial,Panel Truck,true,false,Highly Urban/ Urban
115247834,36.0,0,26820.0,172039.0,70,14730.0,3,0,2,0.0,1.0,0,NO_CLAIM,31-Jan-63,false,Yes,M,High School,Clerical,Private,Minivan,true,false,Highly Rural/ Rural
723729141,59.0,1,67486.0,271840.0,17,19660.0,4,3,5,0.0,14.0,0,NO_CLAIM,17-Jun-40,false,Yes,F,Masters,Lawyer,Private,SUV,false,false,Highly Urban/ Urban
610877471,54.0,0,35638.0,188539.0,34,10460.0,6,0,0,0.0,10.0,0,NO_CLAIM,19-Aug-45,false,Yes,F,PhD,Doctor,Private,SUV,false,false,Highly Urban/ Urban
610877471,54.0,0,35638.0,188539.0,34,12340.0,1,2,0,0.0,10.0,0,NO_CLAIM,19-Aug-45,false,Yes,F,PhD,Doctor,Private,SUV,false,false,Highly Urban/ Urban
667691307,60.0,0,32607.0,176839.0,31,23360.0,4,0,0,5069.0,,1,CLAIM,18-Aug-39,false,No,M,High School,Professional,Private,Minivan,false,false,Highly Urban/ Urban
249889271,61.0,0,121688.0,378194.0,63,14340.0,11,0,0,0.0,7.0,0,NO_CLAIM,10-Oct-38,false,Yes,F,Masters,Lawyer,Private,Sports Car,false,false,Highly Rural/ Rural
249889271,61.0,0,121688.0,378194.0,63,19770.0,12,0,0,0.0,7.0,0,NO_CLAIM,10-Oct-38,false,Yes,F,Masters,Lawyer,Private,Sports Car,false,false,Highly Rural/ Rural
410196095,52.0,0,83171.0,292802.0,27,24160.0,7,0,0,0.0,5.0,0,NO_CLAIM,1-Apr-47,false,Yes,F,Bachelors,Professional,Private,Minivan,false,false,Highly Urban/ Urban
2034339,37.0,0,38575.0,180148.0,44,26340.0,6,0,0,0.0,1.0,0,NO_CLAIM,3-Jul-62,false,Yes,F,High School,Blue Collar,Private,SUV,false,true,Highly Urban/ Urban
461817641,52.0,0,,0.0,35,23320.0,9,0,3,0.0,8.0,0,NO_CLAIM,30-May-47,false,No,M,PhD,Manager,Commercial,Panel Truck,false,false,Highly Urban/ Urban
375517116,37.0,0,69083.0,,39,27200.0,1,0,2,0.0,14.0,0,NO_CLAIM,20-Jul-62,false,No,F,Bachelors,Blue Collar,Commercial,Minivan,false,false,Highly Rural/ Rural
63843182,43.0,0,63107.0,166342.0,22,17630.0,6,0,0,0.0,10.0,0,NO_CLAIM,30-Sep-56,false,Yes,M,High School,Blue Collar,Commercial,Minivan,true,false,Highly Urban/ Urban
288286661,51.0,0,74003.0,249395.0,29,31780.0,1,0,0,0.0,10.0,0,NO_CLAIM,30-Sep-48,false,Yes,M,High School,Blue Collar,Commercial,Panel Truck,true,false,Highly Rural/ Rural
635842470,43.0,2,71964.0,225292.0,57,21680.0,4,0,5,0.0,1.0,0,NO_CLAIM,10-Apr-56,false,Yes,F,High School,Home Maker,Private,SUV,false,false,Highly Rural/ Rural
287934841,42.0,0,52792.0,213473.0,29,10980.0,1,0,0,3865.0,8.0,1,CLAIM,4-Jun-57,false,Yes,M,High School,Blue Collar,Commercial,Pickup,true,false,Highly Urban/ Urban
416168600,38.0,3,137897.0,335993.0,21,19090.0,7,2,8,5603.0,12.0,1,CLAIM,2-Apr-61,false,Yes,F,Bachelors,Blue Collar,Commercial,Pickup,false,true,Highly Urban/ Urban
991956875,55.0,0,27656.0,,33,15540.0,1,0,0,0.0,9.0,0,NO_CLAIM,27-Apr-44,false,Yes,F,High School,Home Maker,Private,SUV,false,false,Highly Urban/ Urban
836267708,52.0,0,132280.0,388651.0,33,27590.0,4,0,0,6597.0,14.0,1,CLAIM,14-Feb-47,false,Yes,F,Masters,Lawyer,Private,Sports Car,false,false,Highly Urban/ Urban
583108351,33.0,4,30504.0,0.0,33,7850.0,6,0,0,5970.0,,1,CLAIM,24-Apr-66,true,No,M,High School,Clerical,Private,Pickup,false,false,Highly Urban/ Urban
40203197,48.0,0,128974.0,315897.0,54,28690.0,11,0,4,0.0,,0,NO_CLAIM,9-Sep-51,false,Yes,F,Masters,Lawyer,Private,Pickup,false,false,Highly Urban/ Urban
40203197,49.0,0,146639.0,373860.0,34,21060.0,6,0,0,0.0,10.0,0,NO_CLAIM,9-Sep-51,false,Yes,F,Masters,Lawyer,Private,Pickup,false,false,Highly Urban/ Urban
68066769,41.0,2,110358.0,327232.0,13,26630.0,10,3,3,0.0,,0,NO_CLAIM,27-May-58,false,Yes,M,Bachelors,Professional,Commercial,Panel Truck,false,false,Highly Urban/ Urban
7626401,48.0,0,,0.0,34,11890.0,1,0,0,0.0,1.0,0,NO_CLAIM,20-Jul-51,false,No,F,High School,Clerical,Private,Sports Car,false,false,Highly Urban/ Urban
193813759,55.0,0,152439.0,413325.0,54,20000.0,1,0,0,0.0,13.0,0,NO_CLAIM,4-May-44,false,Yes,F,PhD,Doctor,Private,Minivan,false,false,Highly Urban/ Urban
103108106,49.0,0,96143.0,275140.0,40,16010.0,6,0,1,0.0,12.0,0,NO_CLAIM,24-Feb-50,false,Yes,M,Bachelors,Blue Collar,Commercial,Minivan,true,false,Highly Rural/ Rural
856351528,25.0,1,17352.0,112808.0,9,9250.0,14,0,0,1133.0,6.0,1,CLAIM,27-May-74,true,No,F,High School,Blue Collar,Private,SUV,false,false,Highly Urban/ Urban
150885693,43.0,3,17225.0,,41,20700.0,1,0,0,0.0,1.0,0,NO_CLAIM,30-Jun-56,false,Yes,M,High School,Clerical,Private,Van,true,false,Highly Urban/ Urban
91317111,45.0,2,39327.0,179607.0,27,15940.0,4,1,0,2960.0,1.0,1,CLAIM,12-Jun-54,false,Yes,M,High School,Blue Collar,Commercial,Minivan,false,true,Highly Urban/ Urban
352709005,57.0,0,173426.0,401463.0,19,18840.0,3,0,1,0.0,8.0,0,NO_CLAIM,28-Oct-42,false,Yes,F,Masters,Lawyer,Private,Minivan,false,false,Highly Urban/ Urban
148542842,40.0,0,108059.0,0.0,29,22070.0,4,0,2,3997.0,11.0,1,CLAIM,19-Mar-59,false,No,M,Bachelors,Professional,Commercial,Van,true,false,Highly Urban/ Urban
386925271,53.0,0,58691.0,255524.0,5,12670.0,6,1,3,4521.0,15.0,1,CLAIM,26-Nov-45,false,No,F,Masters,Lawyer,Private,Minivan,false,false,Highly Urban/ Urban
289041210,50.0,0,78083.0,0.0,32,19310.0,4,1,0,4805.0,1.0,1,CLAIM,27-Oct-49,false,No,M,Masters,,Commercial,Van,true,false,Highly Urban/ Urban
289041210,51.0,0,103721.0,0.0,53,14310.0,3,3,0,0.0,13.0,0,NO_CLAIM,27-Oct-49,false,No,M,Masters,,Commercial,Van,true,false,Highly Urban/ Urban
547430526,41.0,3,66059.0,220811.0,29,12420.0,4,0,3,0.0,10.0,0,NO_CLAIM,15-Jan-58,true,No,M,Bachelors,Blue Collar,Private,Minivan,true,false,Highly Urban/ Urban
779144962,51.0,0,45086.0,201195.0,39,11110.0,1,0,0,0.0,14.0,0,NO_CLAIM,16-Feb-48,false,Yes,M,Bachelors,Clerical,Private,Pickup,true,false,Highly Urban/ Urban
372736026,36.0,2,67775.0,,34,13820.0,1,0,0,0.0,8.0,0,NO_CLAIM,8-Jun-63,true,No,F,Masters,Manager,Private,SUV,false,false,Highly Urban/ Urban
794649863,36.0,2,40983.0,142139.0,5,33960.0,4,2,7,316.0,1.0,1,CLAIM,2-Jul-63,false,Yes,F,High School,Blue Collar,Private,Sports Car,false,false,Highly Urban/ Urban
864505372,55.0,0,55532.0,198229.0,26,24010.0,4,2,1,0.0,1.0,0,NO_CLAIM,20-Jan-44,false,Yes,M,High School,Professional,Commercial,Panel Truck,false,false,Highly Urban/ Urban
471820211,41.0,0,125603.0,280181.0,22,18160.0,4,0,0,0.0,17.0,0,NO_CLAIM,13-Dec-57,false,Yes,F,Masters,Lawyer,Private,SUV,false,false,Highly Urban/ Urban
80928323,55.0,0,55352.0,0.0,41,7030.0,1,4,4,0.0,13.0,0,NO_CLAIM,4-Oct-44,false,No,M,Masters,Lawyer,Private,Pickup,true,false,Highly Urban/ Urban
642497439,31.0,1,0.0,0.0,18,4600.0,9,1,3,0.0,1.0,0,NO_CLAIM,25-Mar-68,false,Yes,M,High School,Student,Private,Pickup,true,false,Highly Urban/ Urban
173377251,45.0,3,0.0,0.0,58,11880.0,10,0,0,0.0,9.0,0,NO_CLAIM,28-Feb-54,false,Yes,F,Bachelors,Student,Private,SUV,false,false,Highly Rural/ Rural
639901617,48.0,1,57973.0,231145.0,26,12100.0,8,3,6,0.0,15.0,0,NO_CLAIM,14-Apr-51,true,No,M,Masters,Professional,Commercial,Pickup,true,false,Highly Urban/ Urban
802236621,46.0,0,75614.0,188804.0,35,13660.0,4,0,3,3858.0,14.0,1,CLAIM,3-Nov-53,false,Yes,M,Masters,Manager,Private,Minivan,true,false,Highly Urban/ Urban
802236621,46.0,0,75614.0,188804.0,35,16010.0,1,0,2,0.0,14.0,0,NO_CLAIM,3-Nov-53,false,Yes,M,Masters,Manager,Private,Minivan,true,false,Highly Urban/ Urban
414716379,52.0,0,55766.0,239175.0,18,23900.0,6,1,2,0.0,1.0,0,NO_CLAIM,6-Oct-47,false,Yes,M,Bachelors,Blue Collar,Commercial,Panel Truck,true,false,Highly Urban/ Urban
556233658,42.0,1,40256.0,162915.0,36,18940.0,1,0,0,0.0,,0,NO_CLAIM,19-Nov-56,false,Yes,F,Bachelors,Professional,Private,SUV,false,false,Highly Urban/ Urban
768282217,57.0,0,43956.0,143523.0,40,11600.0,1,0,1,0.0,1.0,0,NO_CLAIM,14-Apr-42,false,Yes,M,High School,Blue Collar,Private,Pickup,true,false,Highly Rural/ Rural
16186854,65.0,0,,231739.0,45,13350.0,10,3,5,5257.0,9.0,1,CLAIM,12-Nov-34,false,Yes,F,Masters,Lawyer,Private,Sports Car,false,true,Highly Urban/ Urban
16186854,65.0,0,,231739.0,45,13350.0,6,2,4,0.0,9.0,0,NO_CLAIM,12-Nov-34,false,Yes,F,Masters,Lawyer,Private,Sports Car,false,true,Highly Urban/ Urban
32831884,45.0,0,39089.0,206898.0,35,12730.0,6,2,2,0.0,6.0,0,NO_CLAIM,13-Jul-54,false,Yes,M,High School,Clerical,Private,Minivan,false,false,Highly Urban/ Urban
724661801,58.0,0,58139.0,229625.0,48,30260.0,1,0,3,0.0,13.0,0,NO_CLAIM,21-May-41,false,Yes,F,Masters,Lawyer,Private,Minivan,false,true,Highly Urban/ Urban
724661801,59.0,0,0.0,121656.0,17,9940.0,4,0,0,0.0,9.0,0,NO_CLAIM,21-May-41,false,Yes,F,Masters,Lawyer,Private,Minivan,false,true,Highly Urban/ Urban
166585759,38.0,0,37769.0,0.0,24,15070.0,10,3,7,0.0,5.0,0,NO_CLAIM,18-Dec-60,false,No,F,High School,Clerical,Private,SUV,false,false,Highly Urban/ Urban
514500892,43.0,2,,227476.0,46,19610.0,7,3,1,5625.0,11.0,1,CLAIM,4-Apr-56,false,Yes,M,Bachelors,Blue Collar,Commercial,Van,true,false,Highly Urban/ Urban
99841097,45.0,0,,0.0,42,13830.0,4,3,0,3321.0,1.0,1,CLAIM,2-Dec-53,false,No,M,High School,Professional,Private,Minivan,false,false,Highly Urban/ Urban
40909627,38.0,0,17028.0,100123.0,35,5300.0,6,0,0,0.0,7.0,0,NO_CLAIM,14-Mar-61,false,No,M,High School,Clerical,Commercial,Pickup,false,false,Highly Rural/ Rural
908596775,50.0,0,0.0,90068.0,50,10250.0,6,0,0,0.0,7.0,0,NO_CLAIM,3-Oct-49,false,No,F,Bachelors,Home Maker,Private,SUV,false,false,Highly Rural/ Rural
753621305,36.0,1,60097.0,173562.0,40,28040.0,11,0,1,0.0,1.0,0,NO_CLAIM,30-Sep-60,false,Yes,F,Bachelors,Blue Collar,Commercial,SUV,false,false,Highly Urban/ Urban
753621305,39.0,1,,178545.0,40,12370.0,1,1,2,0.0,8.0,0,NO_CLAIM,30-Sep-60,false,Yes,F,Bachelors,Blue Collar,Commercial,SUV,false,false,Highly Urban/ Urban
753621305,39.0,1,,178545.0,40,11780.0,6,2,5,5289.0,8.0,1,CLAIM,30-Sep-60,false,Yes,F,Bachelors,Blue Collar,Commercial,SUV,false,false,Highly Urban/ Urban
236005895,51.0,0,46570.0,0.0,59,35990.0,10,0,0,1465.0,17.0,1,CLAIM,23-Jul-48,false,No,F,Masters,Lawyer,Private,Minivan,false,false,Highly Urban/ Urban
134311337,36.0,0,32278.0,156388.0,30,5300.0,4,0,0,0.0,8.0,0,NO_CLAIM,8-Dec-62,false,Yes,F,Bachelors,Professional,Private,SUV,false,false,Highly Urban/ Urban
134311337,40.0,0,80317.0,277050.0,42,13800.0,6,0,3,0.0,8.0,0,NO_CLAIM,8-Dec-62,false,Yes,F,Bachelors,Professional,Private,SUV,false,false,Highly Urban/ Urban
669242372,45.0,2,103093.0,323805.0,31,14830.0,6,0,0,0.0,16.0,0,NO_CLAIM,20-Nov-52,false,Yes,M,Masters,Manager,Private,Van,true,false,Highly Urban/ Urban
669242372,46.0,0,133300.0,379537.0,37,16840.0,1,0,0,0.0,18.0,0,NO_CLAIM,20-Nov-52,false,Yes,M,Masters,Manager,Private,Van,true,false,Highly Urban/ Urban
471252817,36.0,0,,272512.0,16,15250.0,6,0,0,0.0,16.0,0,NO_CLAIM,10-Oct-63,false,Yes,F,Masters,Lawyer,Private,Minivan,false,false,Highly Urban/ Urban
960028014,29.0,4,62151.0,193997.0,50,10620.0,10,0,0,0.0,12.0,0,NO_CLAIM,7-Oct-70,false,Yes,F,PhD,,Private,Minivan,false,false,Highly Urban/ Urban
247147250,26.0,1,0.0,0.0,34,4100.0,1,3,2,0.0,7.0,0,NO_CLAIM,25-Oct-73,false,Yes,F,High School,Student,Private,SUV,false,false,Highly Urban/ Urban
850085480,44.0,1,102379.0,328971.0,46,24510.0,10,0,0,0.0,17.0,0,NO_CLAIM,1-Nov-55,false,Yes,M,Masters,,Commercial,Panel Truck,false,false,Highly Urban/ Urban
850085480,45.0,1,73543.0,225263.0,46,17860.0,6,0,2,0.0,12.0,0,NO_CLAIM,1-Nov-55,false,Yes,M,Masters,,Commercial,Panel Truck,false,false,Highly Urban/ Urban
524292553,52.0,0,29264.0,0.0,19,1500.0,6,0,2,0.0,20.0,0,NO_CLAIM,10-Nov-47,false,No,M,PhD,Doctor,Private,Minivan,true,false,Highly Urban/ Urban
424365437,34.0,0,53914.0,209691.0,22,27620.0,1,0,0,2199.0,6.0,1,CLAIM,17-Nov-65,false,No,M,High School,Clerical,Commercial,Panel Truck,false,false,Highly Urban/ Urban
943460621,51.0,0,37721.0,,23,11750.0,1,2,1,0.0,5.0,0,NO_CLAIM,30-Oct-46,false,No,M,Bachelors,Blue Collar,Commercial,Pickup,false,false,Highly Urban/ Urban
943460621,53.0,0,72537.0,0.0,78,6800.0,1,0,0,0.0,1.0,0,NO_CLAIM,30-Oct-46,false,No,M,Bachelors,Blue Collar,Commercial,Pickup,false,false,Highly Urban/ Urban
943460621,53.0,0,72537.0,0.0,23,18880.0,1,0,3,6804.0,1.0,1,CLAIM,30-Oct-46,false,No,M,Bachelors,Blue Collar,Commercial,Pickup,false,false,Highly Urban/ Urban
864565484,28.0,2,59889.0,193646.0,45,11100.0,6,2,8,0.0,14.0,0,NO_CLAIM,26-Nov-70,false,Yes,F,Masters,,Private,SUV,false,false,Highly Urban/ Urban
196544770,56.0,0,,0.0,25,6830.0,4,0,0,0.0,5.0,0,NO_CLAIM,9-May-43,false,No,F,High School,Clerical,Private,SUV,false,false,Highly Urban/ Urban
196544770,57.0,0,53339.0,,37,34150.0,4,0,0,0.0,8.0,0,NO_CLAIM,9-May-43,false,No,F,High School,Clerical,Private,SUV,false,false,Highly Urban/ Urban
196544770,59.0,0,71197.0,0.0,37,14520.0,15,0,0,3794.0,6.0,1,CLAIM,9-May-43,false,No,F,High School,Clerical,Private,SUV,false,false,Highly Urban/ Urban
796253098,57.0,0,113903.0,322692.0,51,22030.0,3,0,4,0.0,20.0,0,NO_CLAIM,24-Mar-42,false,Yes,F,Masters,Lawyer,Private,Minivan,false,false,Highly Rural/ Rural
336934366,27.0,4,0.0,0.0,45,4400.0,7,0,1,3172.0,1.0,1,CLAIM,27-Nov-71,false,Yes,M,High School,Student,Commercial,Minivan,false,true,Highly Urban/ Urban
336934366,29.0,4,0.0,0.0,11,13900.0,1,3,9,6319.0,8.0,1,CLAIM,27-Nov-71,false,Yes,M,High School,Student,Commercial,Minivan,false,true,Highly Urban/ Urban
684601927,40.0,0,59645.0,200891.0,24,20410.0,6,3,2,0.0,12.0,0,NO_CLAIM,25-Jan-59,false,No,M,Bachelors,Manager,Private,Minivan,true,false,Highly Urban/ Urban
139804429,55.0,0,41643.0,237816.0,45,1500.0,10,4,0,0.0,15.0,0,NO_CLAIM,1-Sep-44,false,Yes,F,Masters,Manager,Private,SUV,false,false,Highly Urban/ Urban
464590515,43.0,0,21814.0,139978.0,46,16390.0,4,0,0,0.0,6.0,0,NO_CLAIM,21-Jun-56,false,Yes,F,High School,Blue Collar,Commercial,Minivan,false,false,Highly Rural/ Rural
91902244,47.0,0,167760.0,0.0,23,22980.0,1,0,0,0.0,17.0,0,NO_CLAIM,1-Apr-52,false,No,M,PhD,,Commercial,Panel Truck,true,false,Highly Urban/ Urban
380764472,40.0,0,60445.0,207455.0,30,11540.0,15,2,5,0.0,1.0,0,NO_CLAIM,9-Jun-59,false,Yes,F,High School,Manager,Private,Minivan,false,false,Highly Urban/ Urban
852315084,44.0,0,178864.0,428679.0,43,5900.0,6,0,0,0.0,15.0,0,NO_CLAIM,17-Mar-55,false,No,F,Masters,Lawyer,Private,SUV,false,false,Highly Urban/ Urban
852315084,44.0,0,178864.0,428679.0,43,23790.0,4,0,0,0.0,15.0,0,NO_CLAIM,17-Mar-55,false,No,F,Masters,Lawyer,Private,SUV,false,false,Highly Urban/ Urban
507365681,40.0,2,36886.0,169625.0,47,13130.0,11,0,2,0.0,9.0,0,NO_CLAIM,28-May-59,false,Yes,F,High School,Clerical,Private,Sports Car,false,false,Highly Rural/ Rural
507365681,43.0,2,23886.0,136125.0,42,16110.0,7,0,0,0.0,1.0,0,NO_CLAIM,28-May-59,false,Yes,F,High School,Clerical,Private,Sports Car,false,false,Highly Rural/ Rural
922780757,38.0,2,54064.0,201418.0,7,5300.0,6,2,3,0.0,7.0,0,NO_CLAIM,29-Apr-61,false,Yes,F,Bachelors,Professional,Private,Sports Car,false,false,Highly Urban/ Urban
922780757,38.0,2,54064.0,201418.0,7,12220.0,7,0,2,0.0,7.0,0,NO_CLAIM,29-Apr-61,false,Yes,F,Bachelors,Professional,Private,Sports Car,false,false,Highly Urban/ Urban
792036483,34.0,1,33197.0,123199.0,29,5100.0,4,0,0,0.0,6.0,0,NO_CLAIM,27-Aug-64,false,Yes,F,High School,Clerical,Private,Minivan,false,false,Highly Rural/ Rural
792036483,35.0,1,33621.0,173611.0,52,20890.0,11,0,0,0.0,6.0,0,NO_CLAIM,27-Aug-64,false,Yes,F,High School,Clerical,Private,Minivan,false,false,Highly Rural/ Rural
792036483,36.0,1,19217.0,120635.0,25,8220.0,1,2,5,0.0,3.0,0,NO_CLAIM,27-Aug-64,false,Yes,F,High School,Clerical,Private,Minivan,false,false,Highly Rural/ Rural
792036483,36.0,1,19217.0,120635.0,29,21430.0,7,0,0,0.0,3.0,0,NO_CLAIM,27-Aug-64,false,Yes,F,High School,Clerical,Private,Minivan,false,false,Highly Rural/ Rural
335071025,44.0,1,7113.0,0.0,28,9850.0,10,0,0,0.0,5.0,0,NO_CLAIM,30-Dec-54,false,Yes,F,High School,Student,Private,SUV,false,true,Highly Urban/ Urban
68419810,48.0,0,93658.0,274828.0,33,18050.0,1,0,0,0.0,10.0,0,NO_CLAIM,21-Nov-49,false,Yes,M,Bachelors,Professional,Commercial,Panel Truck,false,true,Highly Urban/ Urban
68419810,49.0,0,116497.0,283565.0,10,28870.0,4,1,2,0.0,5.0,0,NO_CLAIM,21-Nov-49,false,Yes,M,Bachelors,Professional,Commercial,Panel Truck,false,true,Highly Urban/ Urban
68419810,50.0,0,93454.0,236061.0,13,24090.0,6,0,1,0.0,10.0,0,NO_CLAIM,21-Nov-49,false,Yes,M,Bachelors,Professional,Commercial,Panel Truck,false,true,Highly Urban/ Urban
485786296,55.0,0,100308.0,321843.0,36,13430.0,1,0,0,0.0,14.0,0,NO_CLAIM,23-Feb-44,false,Yes,M,Masters,Lawyer,Private,Minivan,false,true,Highly Urban/ Urban
405037020,28.0,4,94675.0,291876.0,47,10320.0,6,0,3,4214.0,17.0,1,CLAIM,3-Dec-68,true,No,M,PhD,,Private,Minivan,false,true,Highly Urban/ Urban
405037020,30.0,4,58248.0,0.0,25,21760.0,7,1,4,4206.0,17.0,1,CLAIM,3-Dec-68,true,No,M,PhD,,Private,Minivan,false,true,Highly Urban/ Urban
405037020,30.0,4,58248.0,0.0,25,14380.0,1,0,2,2573.0,,1,CLAIM,3-Dec-68,true,No,M,PhD,,Private,Minivan,false,true,Highly Urban/ Urban
420164981,40.0,2,47486.0,165374.0,74,21300.0,6,0,1,0.0,10.0,0,NO_CLAIM,26-Oct-59,false,Yes,F,Bachelors,Professional,Private,SUV,false,false,Highly Urban/ Urban
51716203,30.0,1,77170.0,250064.0,39,9220.0,4,1,1,0.0,16.0,0,NO_CLAIM,3-Jul-69,false,Yes,F,Masters,,Private,SUV,false,false,Highly Urban/ Urban
778825542,56.0,0,42176.0,0.0,38,9360.0,1,0,0,0.0,5.0,0,NO_CLAIM,11-Oct-43,false,Yes,M,High School,Student,Commercial,Pickup,true,false,Highly Rural/ Rural
160351163,35.0,2,26127.0,150058.0,42,23690.0,1,3,8,1069.0,1.0,1,CLAIM,28-Feb-64,false,Yes,F,High School,Clerical,Private,Minivan,false,false,Highly Urban/ Urban
116936487,42.0,0,34072.0,160862.0,38,27420.0,13,1,0,0.0,6.0,0,NO_CLAIM,16-Mar-57,false,Yes,M,High School,Clerical,Commercial,Panel Truck,true,false,Highly Urban/ Urban
116936487,44.0,0,26965.0,201108.0,22,10960.0,1,1,4,0.0,,0,NO_CLAIM,16-Mar-57,false,Yes,M,High School,Clerical,Commercial,Panel Truck,true,false,Highly Urban/ Urban
431540609,43.0,2,35193.0,172258.0,31,12820.0,14,0,0,0.0,1.0,0,NO_CLAIM,4-Oct-56,false,Yes,F,High School,Blue Collar,Commercial,SUV,false,false,Highly Rural/ Rural
420584212,46.0,0,43651.0,128478.0,25,15250.0,4,3,4,8331.0,1.0,1,CLAIM,24-Feb-53,false,Yes,F,High School,Clerical,Private,SUV,false,false,Highly Urban/ Urban
289346694,58.0,0,0.0,0.0,9,7300.0,1,0,4,5141.0,1.0,1,CLAIM,12-Dec-40,false,Yes,F,High School,Student,Commercial,SUV,false,true,Highly Urban/ Urban
130158352,41.0,2,58963.0,214655.0,64,18780.0,13,0,0,0.0,11.0,0,NO_CLAIM,5-Feb-58,false,Yes,M,Masters,Lawyer,Private,Van,true,false,Highly Urban/ Urban
